case_id,case_type,source_id,customer_id,amount_at_risk,expected_action,expected_outcome,expected_recovery_amount
255,FAILED_SUBSCRIPTION,84,166,599.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
256,FAILED_SUBSCRIPTION,86,116,599.0,SUBSCRIPTION_RECOVERY_EMAIL,ESCALATED,321.96
257,FAILED_SUBSCRIPTION,88,65,29.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,29.0
258,FAILED_SUBSCRIPTION,89,27,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
259,FAILED_SUBSCRIPTION,90,122,29.0,SUBSCRIPTION_RECOVERY_EMAIL,ESCALATED,14.22
260,FAILED_SUBSCRIPTION,91,135,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
261,FAILED_SUBSCRIPTION,93,100,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
262,FAILED_SUBSCRIPTION,95,135,79.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,79.0
263,FAILED_SUBSCRIPTION,103,78,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
264,FAILED_SUBSCRIPTION,104,195,79.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,79.0
265,FAILED_SUBSCRIPTION,106,194,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
266,FAILED_SUBSCRIPTION,108,2,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
267,FAILED_SUBSCRIPTION,112,133,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
268,FAILED_SUBSCRIPTION,114,18,79.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,79.0
269,FAILED_SUBSCRIPTION,116,180,599.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,599.0
270,FAILED_SUBSCRIPTION,118,48,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
271,FAILED_SUBSCRIPTION,120,24,79.0,ACCOUNT_MANAGER_OUTREACH,ESCALATED,33.22
272,FAILED_SUBSCRIPTION,121,88,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
273,FAILED_SUBSCRIPTION,123,9,199.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,199.0
274,FAILED_SUBSCRIPTION,124,38,29.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,29.0
275,FAILED_SUBSCRIPTION,125,19,599.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
276,FAILED_SUBSCRIPTION,128,64,29.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
277,FAILED_SUBSCRIPTION,132,191,29.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,29.0
278,FAILED_SUBSCRIPTION,135,163,599.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
279,FAILED_SUBSCRIPTION,141,161,29.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
280,FAILED_SUBSCRIPTION,142,40,29.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,29.0
281,FAILED_SUBSCRIPTION,144,188,79.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,79.0
282,FAILED_SUBSCRIPTION,145,92,79.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,79.0
283,FAILED_SUBSCRIPTION,147,179,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
284,FAILED_SUBSCRIPTION,148,140,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
285,FAILED_SUBSCRIPTION,149,71,79.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,79.0
286,FAILED_SUBSCRIPTION,151,94,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
287,FAILED_SUBSCRIPTION,157,105,199.0,ACCOUNT_MANAGER_OUTREACH,ESCALATED,132.25
288,FAILED_SUBSCRIPTION,158,169,29.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,29.0
289,FAILED_SUBSCRIPTION,160,28,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
290,FAILED_SUBSCRIPTION,162,160,199.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
291,FAILED_SUBSCRIPTION,163,156,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
292,FAILED_SUBSCRIPTION,171,99,79.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,79.0
293,FAILED_SUBSCRIPTION,182,115,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
294,FAILED_SUBSCRIPTION,184,78,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
295,FAILED_SUBSCRIPTION,185,55,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
296,FAILED_SUBSCRIPTION,187,143,79.0,SUBSCRIPTION_RECOVERY_EMAIL,UNRECOVERABLE,0.0
297,FAILED_SUBSCRIPTION,188,92,79.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,79.0
298,FAILED_SUBSCRIPTION,189,150,79.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,79.0
299,FAILED_SUBSCRIPTION,194,10,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
300,FAILED_SUBSCRIPTION,195,198,199.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,199.0
301,FAILED_SUBSCRIPTION,199,98,29.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,29.0
302,FAILED_SUBSCRIPTION,200,82,79.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,79.0
303,OVERDUE_INVOICE,1,57,3698.16,ESCALATE_TO_COLLECTIONS,ESCALATED,1214.27
304,OVERDUE_INVOICE,4,34,2921.49,ESCALATE_TO_COLLECTIONS,ESCALATED,1396.26
305,OVERDUE_INVOICE,5,141,2082.86,SEND_PAYMENT_REMINDER,RECOVERED,2082.86
306,OVERDUE_INVOICE,7,144,3313.4,SEND_FINAL_NOTICE,RECOVERED,3313.4
307,OVERDUE_INVOICE,9,63,1718.55,SEND_FINAL_NOTICE,ESCALATED,1133.12
308,OVERDUE_INVOICE,10,148,2155.87,ESCALATE_TO_COLLECTIONS,ESCALATED,741.73
309,OVERDUE_INVOICE,11,90,3030.3,SEND_FINAL_NOTICE,RECOVERED,3030.3
310,OVERDUE_INVOICE,12,198,3138.67,SEND_FINAL_NOTICE,RECOVERED,3138.67
311,OVERDUE_INVOICE,14,60,906.56,SEND_FINAL_NOTICE,RECOVERED,906.56
312,OVERDUE_INVOICE,15,22,1328.78,SEND_PAYMENT_REMINDER,RECOVERED,1328.78
313,OVERDUE_INVOICE,18,121,3739.06,SEND_PAYMENT_REMINDER,ESCALATED,1231.69
314,OVERDUE_INVOICE,23,73,3147.13,ESCALATE_TO_COLLECTIONS,ESCALATED,1012.54
315,OVERDUE_INVOICE,25,170,1897.06,ESCALATE_TO_COLLECTIONS,ESCALATED,733.15
316,OVERDUE_INVOICE,26,5,2024.64,ESCALATE_TO_COLLECTIONS,ESCALATED,751.6
317,OVERDUE_INVOICE,30,183,4623.01,SEND_FINAL_NOTICE,RECOVERED,4623.01
318,OVERDUE_INVOICE,36,39,3336.12,SEND_FINAL_NOTICE,RECOVERED,3336.12
319,OVERDUE_INVOICE,37,187,3120.37,ESCALATE_TO_COLLECTIONS,ESCALATED,1383.68
320,OVERDUE_INVOICE,38,176,2928.56,SEND_FINAL_NOTICE,RECOVERED,2928.56
321,OVERDUE_INVOICE,40,34,2968.0,SEND_PAYMENT_REMINDER,RECOVERED,2968.0
322,OVERDUE_INVOICE,43,198,4597.99,ESCALATE_TO_COLLECTIONS,RECOVERED,4597.99
323,OVERDUE_INVOICE,45,48,3676.34,SEND_PAYMENT_REMINDER,RECOVERED,3676.34
324,OVERDUE_INVOICE,49,49,277.06,SEND_PAYMENT_REMINDER,RECOVERED,277.06
325,OVERDUE_INVOICE,50,158,3119.96,ESCALATE_TO_COLLECTIONS,ESCALATED,1516.97
326,OVERDUE_INVOICE,51,60,1892.42,SEND_PAYMENT_REMINDER,RECOVERED,1892.42
327,OVERDUE_INVOICE,55,58,4638.36,SEND_PAYMENT_REMINDER,RECOVERED,4638.36
328,OVERDUE_INVOICE,56,106,4942.98,ESCALATE_TO_COLLECTIONS,ESCALATED,2066.48
329,OVERDUE_INVOICE,57,53,4355.58,SEND_FINAL_NOTICE,RECOVERED,4355.58
330,OVERDUE_INVOICE,58,177,4454.8,SEND_FINAL_NOTICE,ESCALATED,3034.18
331,OVERDUE_INVOICE,65,143,4818.57,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
332,OVERDUE_INVOICE,71,140,1718.79,SEND_FINAL_NOTICE,RECOVERED,1718.79
333,OVERDUE_INVOICE,78,41,362.94,SEND_FINAL_NOTICE,RECOVERED,362.94
334,OVERDUE_INVOICE,82,115,720.14,SEND_PAYMENT_REMINDER,RECOVERED,720.14
335,OVERDUE_INVOICE,83,52,209.21,SEND_FINAL_NOTICE,RECOVERED,209.21
336,OVERDUE_INVOICE,85,127,3348.43,ESCALATE_TO_COLLECTIONS,ESCALATED,2159.33
337,OVERDUE_INVOICE,89,38,328.1,SEND_FINAL_NOTICE,RECOVERED,328.1
338,OVERDUE_INVOICE,92,46,3113.79,SEND_FINAL_NOTICE,RECOVERED,3113.79
339,OVERDUE_INVOICE,97,141,802.55,ESCALATE_TO_COLLECTIONS,ESCALATED,245.42
340,OVERDUE_INVOICE,98,71,2694.53,SEND_FINAL_NOTICE,RECOVERED,2694.53
341,OVERDUE_INVOICE,106,157,4899.4,SEND_FINAL_NOTICE,ESCALATED,1955.51
342,OVERDUE_INVOICE,107,31,4014.15,ESCALATE_TO_COLLECTIONS,ESCALATED,1561.35
343,OVERDUE_INVOICE,109,12,4059.31,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
344,OVERDUE_INVOICE,111,18,2817.47,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
345,OVERDUE_INVOICE,112,2,1805.6,SEND_FINAL_NOTICE,UNRECOVERABLE,0.0
346,OVERDUE_INVOICE,114,50,4623.06,SEND_FINAL_NOTICE,ESCALATED,2159.47
347,OVERDUE_INVOICE,118,191,1601.82,ESCALATE_TO_COLLECTIONS,RECOVERED,1601.82
348,OVERDUE_INVOICE,119,174,240.78,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
349,OVERDUE_INVOICE,120,176,471.13,SEND_FINAL_NOTICE,ESCALATED,236.36
350,OVERDUE_INVOICE,123,100,4343.28,SEND_PAYMENT_REMINDER,RECOVERED,4343.28
351,OVERDUE_INVOICE,127,135,1964.95,SEND_PAYMENT_REMINDER,RECOVERED,1964.95
352,OVERDUE_INVOICE,128,200,2302.3,SEND_PAYMENT_REMINDER,RECOVERED,2302.3
353,OVERDUE_INVOICE,131,84,4137.37,SEND_PAYMENT_REMINDER,RECOVERED,4137.37
354,OVERDUE_INVOICE,134,30,3482.2,SEND_PAYMENT_REMINDER,RECOVERED,3482.2
355,OVERDUE_INVOICE,135,23,650.05,SEND_PAYMENT_REMINDER,RECOVERED,650.05
356,OVERDUE_INVOICE,138,50,1697.88,ESCALATE_TO_COLLECTIONS,RECOVERED,1697.88
357,OVERDUE_INVOICE,139,172,913.86,SEND_PAYMENT_REMINDER,RECOVERED,913.86
358,OVERDUE_INVOICE,143,63,3124.32,SEND_FINAL_NOTICE,ESCALATED,1445.46
359,OVERDUE_INVOICE,145,173,410.93,SEND_FINAL_NOTICE,RECOVERED,410.93
360,OVERDUE_INVOICE,146,101,4472.69,ESCALATE_TO_COLLECTIONS,ESCALATED,1769.51
361,OVERDUE_INVOICE,149,137,2903.78,SEND_FINAL_NOTICE,UNRECOVERABLE,0.0
362,OVERDUE_INVOICE,152,58,1401.56,ESCALATE_TO_COLLECTIONS,RECOVERED,1401.56
363,OVERDUE_INVOICE,153,101,1752.09,ESCALATE_TO_COLLECTIONS,ESCALATED,639.02
364,OVERDUE_INVOICE,155,29,4251.97,SEND_FINAL_NOTICE,RECOVERED,4251.97
365,OVERDUE_INVOICE,156,197,767.86,ESCALATE_TO_COLLECTIONS,ESCALATED,409.63
366,OVERDUE_INVOICE,161,17,3016.21,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
367,OVERDUE_INVOICE,163,61,527.79,ESCALATE_TO_COLLECTIONS,ESCALATED,187.6
368,OVERDUE_INVOICE,166,114,487.6,SEND_FINAL_NOTICE,ESCALATED,182.35
369,OVERDUE_INVOICE,171,170,1563.79,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
370,OVERDUE_INVOICE,173,82,1627.07,ESCALATE_TO_COLLECTIONS,ESCALATED,946.24
371,OVERDUE_INVOICE,175,150,2110.36,ESCALATE_TO_COLLECTIONS,RECOVERED,2110.36
372,OVERDUE_INVOICE,176,76,4844.31,ESCALATE_TO_COLLECTIONS,ESCALATED,2199.08
373,OVERDUE_INVOICE,179,152,3602.1,SEND_FINAL_NOTICE,ESCALATED,1845.6
374,OVERDUE_INVOICE,181,122,2015.29,ESCALATE_TO_COLLECTIONS,ESCALATED,1211.5
375,OVERDUE_INVOICE,183,172,497.97,SEND_PAYMENT_REMINDER,RECOVERED,497.97
376,OVERDUE_INVOICE,185,35,4058.82,ESCALATE_TO_COLLECTIONS,ESCALATED,2151.55
377,OVERDUE_INVOICE,190,188,1455.86,ESCALATE_TO_COLLECTIONS,ESCALATED,835.47
378,OVERDUE_INVOICE,195,200,529.44,ESCALATE_TO_COLLECTIONS,ESCALATED,229.92
379,OVERDUE_INVOICE,196,157,3208.71,ESCALATE_TO_COLLECTIONS,UNRECOVERABLE,0.0
380,OVERDUE_INVOICE,197,172,2765.11,ESCALATE_TO_COLLECTIONS,ESCALATED,1836.04
381,OVERDUE_INVOICE,199,200,2636.42,SEND_FINAL_NOTICE,RECOVERED,2636.42
