id,external_id,customer_id,amount,currency,status,failure_reason,payment_method,created_at
264,pay_264,73,208.93,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-22T10:00:00+00:00
265,pay_265,175,83.23,USD,SUCCESS,,PAYPAL,2025-11-03T03:00:00+00:00
266,pay_266,41,16.0,USD,SUCCESS,,PAYPAL,2025-11-14T22:00:00+00:00
267,pay_267,34,463.27,USD,SUCCESS,,ACH,2025-11-07T20:00:00+00:00
268,pay_268,93,1001.8,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-05T12:00:00+00:00
269,pay_269,161,1136.52,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-13T02:00:00+00:00
270,pay_270,181,723.06,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-09T07:00:00+00:00
271,pay_271,133,28.79,USD,SUCCESS,,ACH,2025-12-24T03:00:00+00:00
272,pay_272,109,724.38,USD,SUCCESS,,DEBIT_CARD,2025-11-26T02:00:00+00:00
273,pay_273,188,168.25,USD,SUCCESS,,ACH,2025-12-28T09:00:00+00:00
274,pay_274,36,967.74,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-11-06T16:00:00+00:00
275,pay_275,145,258.71,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-18T06:00:00+00:00
276,pay_276,161,1381.04,USD,SUCCESS,,PAYPAL,2025-12-27T06:00:00+00:00
277,pay_277,23,222.92,USD,SUCCESS,,CREDIT_CARD,2025-12-09T23:00:00+00:00
278,pay_278,99,482.04,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-17T08:00:00+00:00
279,pay_279,166,907.48,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-21T22:00:00+00:00
280,pay_280,7,992.73,USD,SUCCESS,,ACH,2025-11-15T16:00:00+00:00
281,pay_281,156,1125.55,USD,SUCCESS,,ACH,2025-12-13T01:00:00+00:00
282,pay_282,62,182.42,USD,SUCCESS,,PAYPAL,2025-12-12T19:00:00+00:00
283,pay_283,19,1466.88,USD,SUCCESS,,ACH,2025-12-31T10:00:00+00:00
284,pay_284,34,639.98,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-20T15:00:00+00:00
285,pay_285,198,115.29,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-11-15T01:00:00+00:00
286,pay_286,16,605.99,USD,SUCCESS,,ACH,2025-12-12T22:00:00+00:00
287,pay_287,129,644.01,USD,SUCCESS,,PAYPAL,2025-11-07T20:00:00+00:00
288,pay_288,138,241.73,USD,SUCCESS,,CREDIT_CARD,2025-11-21T02:00:00+00:00
289,pay_289,131,1461.86,USD,SUCCESS,,DEBIT_CARD,2025-12-06T10:00:00+00:00
290,pay_290,101,1148.39,USD,SUCCESS,,CREDIT_CARD,2025-11-21T22:00:00+00:00
291,pay_291,112,1272.01,USD,SUCCESS,,CREDIT_CARD,2025-11-17T02:00:00+00:00
292,pay_292,112,919.12,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-14T23:00:00+00:00
293,pay_293,169,192.37,USD,SUCCESS,,DEBIT_CARD,2025-12-16T00:00:00+00:00
294,pay_294,42,529.86,USD,SUCCESS,,ACH,2025-11-12T11:00:00+00:00
295,pay_295,33,1312.09,USD,SUCCESS,,CREDIT_CARD,2025-12-21T00:00:00+00:00
296,pay_296,86,418.89,USD,SUCCESS,,CREDIT_CARD,2025-11-18T22:00:00+00:00
297,pay_297,148,751.78,USD,SUCCESS,,ACH,2025-11-05T15:00:00+00:00
298,pay_298,146,393.85,USD,FAILED,TEMPORARY_FAILURE,CREDIT_CARD,2025-12-29T18:00:00+00:00
299,pay_299,173,354.18,USD,SUCCESS,,CREDIT_CARD,2025-11-04T00:00:00+00:00
300,pay_300,63,583.72,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-13T01:00:00+00:00
301,pay_301,142,1075.32,USD,SUCCESS,,PAYPAL,2025-11-16T10:00:00+00:00
302,pay_302,64,1084.63,USD,SUCCESS,,ACH,2025-12-24T02:00:00+00:00
303,pay_303,147,1014.89,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2025-11-13T07:00:00+00:00
304,pay_304,133,1431.81,USD,SUCCESS,,CREDIT_CARD,2025-12-28T14:00:00+00:00
305,pay_305,73,476.39,USD,SUCCESS,,CREDIT_CARD,2025-12-07T14:00:00+00:00
306,pay_306,3,852.25,USD,FAILED,EXPIRED_CARD,ACH,2025-12-19T19:00:00+00:00
307,pay_307,63,893.66,USD,SUCCESS,,PAYPAL,2025-12-21T06:00:00+00:00
308,pay_308,188,1144.32,USD,SUCCESS,,DEBIT_CARD,2025-11-11T00:00:00+00:00
309,pay_309,105,529.44,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2026-01-01T10:00:00+00:00
310,pay_310,1,573.77,USD,SUCCESS,,ACH,2025-11-08T06:00:00+00:00
311,pay_311,136,638.43,USD,SUCCESS,,CREDIT_CARD,2025-11-11T22:00:00+00:00
312,pay_312,72,1347.47,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-16T11:00:00+00:00
313,pay_313,118,141.08,USD,SUCCESS,,CREDIT_CARD,2025-12-04T04:00:00+00:00
314,pay_314,164,126.12,USD,SUCCESS,,CREDIT_CARD,2025-11-29T21:00:00+00:00
315,pay_315,34,1278.61,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-12-16T23:00:00+00:00
316,pay_316,84,361.91,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-10T18:00:00+00:00
317,pay_317,28,682.61,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-11-28T03:00:00+00:00
318,pay_318,138,686.1,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-18T03:00:00+00:00
319,pay_319,24,466.76,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2025-11-15T10:00:00+00:00
320,pay_320,38,1453.07,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-04T01:00:00+00:00
321,pay_321,174,61.16,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-26T14:00:00+00:00
322,pay_322,143,386.03,USD,SUCCESS,,PAYPAL,2025-11-08T04:00:00+00:00
323,pay_323,32,209.11,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-25T21:00:00+00:00
324,pay_324,162,139.8,USD,SUCCESS,,ACH,2025-12-30T02:00:00+00:00
325,pay_325,6,308.66,USD,SUCCESS,,PAYPAL,2025-12-23T04:00:00+00:00
326,pay_326,24,1246.59,USD,SUCCESS,,ACH,2025-11-09T01:00:00+00:00
327,pay_327,119,658.24,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-03T00:00:00+00:00
328,pay_328,98,271.62,USD,SUCCESS,,DEBIT_CARD,2025-12-30T05:00:00+00:00
329,pay_329,71,66.45,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-13T09:00:00+00:00
330,pay_330,128,832.77,USD,SUCCESS,,CREDIT_CARD,2025-11-07T08:00:00+00:00
331,pay_331,99,969.34,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-12T17:00:00+00:00
332,pay_332,5,1176.14,USD,SUCCESS,,ACH,2025-12-02T17:00:00+00:00
333,pay_333,125,761.05,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-11-19T05:00:00+00:00
334,pay_334,7,58.52,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-11-05T15:00:00+00:00
335,pay_335,136,1499.41,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-11-08T07:00:00+00:00
336,pay_336,169,1227.18,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2025-12-20T07:00:00+00:00
337,pay_337,148,1199.13,USD,SUCCESS,,ACH,2025-12-31T05:00:00+00:00
338,pay_338,46,1212.22,USD,FAILED,EXPIRED_CARD,ACH,2025-12-30T18:00:00+00:00
339,pay_339,8,537.25,USD,SUCCESS,,DEBIT_CARD,2025-12-08T06:00:00+00:00
340,pay_340,127,275.7,USD,SUCCESS,,CREDIT_CARD,2025-11-07T01:00:00+00:00
341,pay_341,60,44.59,USD,SUCCESS,,PAYPAL,2025-11-02T10:00:00+00:00
342,pay_342,158,521.03,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-30T10:00:00+00:00
343,pay_343,16,1061.47,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-21T03:00:00+00:00
344,pay_344,135,1441.43,USD,SUCCESS,,ACH,2025-12-17T21:00:00+00:00
345,pay_345,102,514.79,USD,SUCCESS,,ACH,2025-11-10T05:00:00+00:00
346,pay_346,188,1190.89,USD,SUCCESS,,PAYPAL,2025-12-13T10:00:00+00:00
347,pay_347,45,849.54,USD,SUCCESS,,ACH,2025-11-16T21:00:00+00:00
348,pay_348,151,576.9,USD,SUCCESS,,ACH,2025-11-10T05:00:00+00:00
349,pay_349,187,1423.82,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-26T18:00:00+00:00
350,pay_350,9,1382.74,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-12T18:00:00+00:00
